NU_SEQUENCIAL;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO
205872;BA;;;1;1;1;1;376.6;371.1;356.6;377.6;1;360
3460369;BA;2;1;0;0;0;0;;;;;;
3565603;BA;4;1;1;1;1;1;432.6;502.1;432.1;546.1;1;660
4161820;RN;;;1;1;1;1;481.9;495.5;502.2;590.7;1;460
987816;PE;2;1;1;1;1;1;396.7;513.6;563.8;586.2;1;880
2405001;RS;;;0;0;0;0;;;;;;
2663238;RN;;;1;1;1;1;447.4;350.7;482.5;454.5;1;760
929384;RJ;4;1;1;1;1;1;633.7;762.1;598.9;827.3;1;840
3349608;CE;;;1;1;1;1;451.2;301.6;394.6;494;4;0
3416556;PR;1;1;1;1;1;1;606.8;561.4;545.7;644.3;1;720
3293295;SP;;;1;1;1;1;433.6;515.5;534.2;550.6;1;680
2497776;SP;2;1;0;0;0;0;;;;;;
3357399;PA;2;1;1;1;1;1;411.7;408;476.7;457.2;1;400
362512;SP;;;0;0;0;0;;;;;;
2712585;RN;;;1;1;1;1;540.2;627.7;596.5;543.1;1;740
4287221;SP;2;1;0;0;0;0;;;;;;
1756281;RS;2;1;1;1;1;1;560.9;494.6;578.5;506.2;1;840
2326042;RJ;;;1;1;1;1;510.1;571.2;521.7;466.3;1;560
1206820;MA;;;0;0;0;0;;;;;;
2219941;BA;;;1;1;1;1;486.9;499;463.1;584.1;1;700
3352717;AM;2;1;0;0;0;0;;;;;;
1900975;MA;;;0;0;0;0;;;;;;
3355482;MA;2;1;1;1;1;1;408.4;397;392.3;425.4;6;0
1030704;MG;;;1;1;1;1;448.7;512.5;483.8;436.1;1;400
1624591;MT;;;1;1;1;1;520.4;479.9;379.3;408.9;1;460
750371;SP;;;1;1;1;1;655.3;705.5;606.7;834.1;1;840
3476452;SP;;;0;1;1;0;;391.1;443.2;;8;0
2719866;PI;1;1;1;1;1;1;518.1;518.5;489;605;1;800
3622732;PB;;;0;0;0;0;;;;;;
2959370;RN;2;1;1;1;1;1;557.5;561.6;539.4;697.5;1;860
347270;RN;;;1;1;1;1;541.3;589.9;601.6;559.8;1;540
4087573;PR;;;0;0;0;0;;;;;;
1551813;MG;2;1;1;1;1;1;500.2;558.8;526.7;528.7;1;780
1684904;ES;2;2;1;1;1;1;426.7;502.8;496.5;560.3;1;540
1726385;RS;;;0;0;0;0;;;;;;
3888605;PB;;;1;1;1;1;497.4;349.3;502.5;442.6;1;600
1691194;DF;;;1;1;1;1;742.8;722;685.4;867.4;1;940
621440;SP;2;1;1;1;1;1;468;521.4;567.7;607.2;1;460
1754147;RJ;2;1;1;1;1;1;435.3;488.1;495.5;383.6;6;0
1197328;GO;;;0;0;0;0;;;;;;
1503429;MA;;;1;1;1;1;553.8;544.3;573.9;478.1;1;640
56573;PA;;;0;0;0;0;;;;;;
3196935;RJ;;;0;0;0;0;;;;;;
2256667;CE;;;0;0;0;0;;;;;;
2078355;MT;;;1;1;1;1;458.9;485.7;513.6;572.6;1;700
858011;PE;2;1;1;1;1;1;557.4;506.3;556.9;666.4;1;940
683870;RS;;;0;2;2;0;;;;;;
2519859;RO;;;1;1;1;1;516.2;494;557.7;386.9;1;660
1987037;RJ;;;1;1;1;1;474.4;350.5;441.8;438.4;1;560
3556444;RN;;;1;1;1;1;645;623.7;674.6;674;1;600
3482039;RS;;;0;0;0;0;;;;;;
2824913;CE;2;1;0;0;0;0;;;;;;
1618493;MG;2;1;1;1;1;1;459.6;515.5;507.2;413.8;1;500
3995869;SP;;;0;0;0;0;;;;;;
1013474;RJ;;;1;1;1;1;500.6;418.2;547.4;435.1;1;360
3222148;PR;;;1;1;1;1;576.3;585.1;559.6;578;1;640
482078;RS;4;1;1;1;1;1;585.5;627.7;630.7;651.4;1;780
2521158;SP;2;1;1;1;1;1;511;439.4;518.3;402.3;1;580
2060244;SP;2;1;0;1;1;0;;485.6;578.9;;1;840
91516;RN;;;1;1;1;1;605.2;637.2;556.7;631.4;1;520
1344697;SP;;;1;1;1;1;426.2;490.7;506.7;392.2;1;540
435996;CE;;;1;1;1;1;657.2;678.1;695.8;780.1;1;920
4323871;RS;4;1;0;0;0;0;;;;;;
206603;RJ;;;1;1;1;1;408.7;457.9;456.1;390;1;580
2773427;PA;2;1;0;0;0;0;;;;;;
1292823;PB;;;1;1;1;1;611.4;615.5;605;728;1;680
550073;PA;;;1;1;1;1;407.2;436.2;364.7;406.3;1;520
2317247;MG;;;1;1;1;1;551.2;442.6;560.6;585.1;1;600
2596592;PR;4;1;1;1;1;1;643.9;646.4;621.8;778.6;1;800
2660526;SP;;;1;1;1;1;533;514.9;571.8;379.3;1;560
1989590;RS;;;1;1;1;1;435;482;507.7;419.9;4;0
3066116;BA;;;1;1;1;1;581.6;593.2;592.4;534;1;780
1965459;RN;;;1;1;1;1;415.6;410.2;405.9;404.1;2;0
3226661;DF;2;1;1;1;1;1;570.7;573.3;565;528.1;1;740
1438880;PR;2;1;1;1;1;1;542.9;548.7;529;489.7;1;900
2291337;SP;;;0;0;0;0;;;;;;
1072635;BA;4;1;1;1;1;1;434.3;504.9;544.1;539.6;1;840
3853654;PR;;;1;1;1;1;571.6;600.1;610.5;666.1;1;880
4156720;BA;2;1;0;0;0;0;;;;;;
879789;SC;;;1;1;1;1;627.8;677.4;620.8;698.3;1;940
36794;MG;1;1;1;1;1;1;622.1;660;619.7;811;1;780
3199148;BA;;;1;1;1;1;400.9;410.9;479.1;465.7;4;0
3106559;BA;2;1;0;0;0;0;;;;;;
554691;RJ;2;1;1;1;1;1;571.4;576.8;577.1;555.4;1;660
3742626;GO;;;1;1;1;1;590.8;362.6;549.7;521.2;1;700
2613731;MG;2;1;0;1;1;0;;511.6;509.4;;1;400
217259;MG;2;1;1;1;1;1;480.8;397.6;508.1;471.3;1;380
3137103;PA;;;1;1;1;1;475.5;410.9;540;418.4;8;0
589783;PI;;;1;1;1;1;403.7;383.8;373.3;406.2;1;420
2706250;PB;2;1;1;1;1;1;464.7;552.2;478.3;496.8;1;720
3255512;BA;2;1;1;1;1;1;412.2;362.9;465.2;397.6;1;440
1028371;MG;;;1;1;1;1;432.1;340.5;433.5;431.6;1;560
2152861;MA;2;1;1;1;1;1;437.5;484.5;532.1;473.1;1;880
1691076;PE;;;1;1;1;1;535.6;639.6;574.5;664.9;1;920
390030;SP;;;1;1;1;1;607.2;618.5;539.2;703.9;1;660
3301027;SP;2;1;1;1;1;1;419.9;349.3;461.1;503.5;8;0
3277658;MG;;;1;1;1;1;428.4;445;539.6;377.7;1;680
2428855;CE;2;1;0;1;1;0;;463.4;512.3;;4;0
625902;RS;;;1;1;1;1;430.3;508.9;514.2;498.6;1;500
1905598;MA;2;1;1;1;1;1;392.3;393;413.5;515.3;1;560
3574214;SC;;;1;1;1;1;561.6;607.9;564.4;511;1;840
2611599;PI;;;0;0;0;0;;;;;;
2626248;SP;;;1;1;1;1;637.1;642.1;626.9;596.1;1;920
3119176;PR;2;1;1;1;1;1;537.1;463.8;534.3;465.7;1;380
3244955;MG;2;1;1;1;1;1;401.9;370.1;447.2;510.9;1;580
2329894;MG;;;1;1;1;1;370.1;475.1;435.3;384.5;1;460
765932;PE;;;1;1;1;1;367.5;525.4;503.2;475;1;740
97194;BA;;;0;1;1;0;;561.3;560.8;;1;680
243638;MG;;;0;0;0;0;;;;;;
2990292;AL;;;1;1;1;1;401.8;484.1;550.4;637.6;1;700
3924487;AL;;;1;1;1;1;461.4;592.2;562.7;386.5;1;560
2875270;MG;2;1;0;1;1;0;;498.1;554.5;;1;640
2101967;MG;;;1;1;1;1;609.2;577.1;575.9;677.9;1;960
795732;CE;;;1;1;1;1;442;509.9;529.2;495.7;1;800
2319382;BA;;;1;1;1;1;500;537;598.6;542.4;1;900
219256;MG;;;0;0;0;0;;;;;;
933467;BA;;;1;1;1;1;500;470.6;566.9;437.7;1;500
3442492;PA;;;1;1;1;1;399.2;501.6;528.1;506.5;1;540
1353941;BA;;;1;1;1;1;403.8;414.1;476.1;439.4;1;440
839960;CE;;;1;1;1;1;430.9;392;508.9;555.9;1;520
3662370;MA;;;0;0;0;0;;;;;;
149176;BA;2;1;1;1;1;1;415.1;515.3;595.6;528.8;1;660
3453518;BA;;;1;1;1;1;379.1;540.7;476.7;371.3;1;540
1093852;GO;2;1;0;0;0;0;;;;;;
3600168;PR;;;1;1;1;1;617.1;594.4;598.4;611.8;1;600
969819;GO;;;1;1;1;1;449.7;606.6;622.3;667.9;1;720
4035870;BA;;;1;1;1;1;579.7;473.2;541.6;446.3;1;480
2047153;MA;2;1;1;1;1;1;410.9;297;450.3;401.2;6;0
1462627;GO;2;1;0;0;0;0;;;;;;
2247833;SP;;;0;1;1;0;;578.3;562.1;;1;680
2713671;MG;;;1;1;1;1;406.7;506;502.7;531.5;1;860
3129650;RS;;;1;1;1;1;450.5;532;549.9;570.9;1;560
2917905;RS;;;0;0;0;0;;;;;;
2913889;PA;4;1;0;1;1;0;;545.6;544.8;;1;640
2235993;PE;;;0;0;0;0;;;;;;
2739380;MG;;;1;1;1;1;460.8;423;473.2;534.9;1;500
458540;PB;2;1;1;1;1;1;413.5;572.9;488.7;560.3;1;960
1966780;SP;;;1;1;1;1;589.1;497.5;588.7;717.9;1;900
3871080;GO;2;1;0;0;0;0;;;;;;
2567382;PE;;;1;1;1;1;487;537.2;536.4;502.9;1;580
3000230;MT;;;0;0;0;0;;;;;;
3611812;SC;4;1;1;1;1;1;560.7;541;599.3;508.9;1;660
2245498;MA;;;1;1;1;1;500.5;534.3;598.1;548.6;4;0
2160402;SP;4;1;0;1;1;0;;580;486.6;;1;660
912173;SC;2;1;1;1;1;1;531.5;538.1;565;440.5;1;820
1724474;CE;4;1;1;1;1;1;691.7;715.6;630.9;801.7;1;940
306467;PB;;;1;1;1;1;477.1;563.2;559.5;502.4;1;840
1098845;CE;;;1;1;1;1;405.6;429;440.3;406.8;1;720
555165;ES;2;1;1;1;1;1;452.4;480.5;440;463.7;1;580
2292540;GO;;;1;1;1;1;525.1;565;540;433.1;1;800
2806984;RJ;;;0;0;0;0;;;;;;
3492440;AL;1;1;1;1;1;1;485.9;559.5;538.4;552.6;1;840
988261;AM;;;0;0;0;0;;;;;;
2162370;RN;;;1;1;1;1;546.9;526.2;554.2;515.3;1;500
1449218;PR;2;1;1;1;1;1;533.1;464;479.9;471.7;1;580
4040593;DF;;;0;1;1;0;;655.6;664.5;;1;540
1230762;PE;;;1;1;1;1;383.2;365.2;413.1;464.5;6;0
3913032;CE;2;1;0;0;0;0;;;;;;
2987346;AC;2;1;0;0;0;0;;;;;;
2355617;PR;2;1;1;0;0;1;476.1;;;431.3;;
4091799;RN;2;1;0;0;0;0;;;;;;
3146120;BA;;;1;1;1;1;487.2;553.9;463.6;571.7;1;760
2048287;GO;4;1;1;1;1;1;425.3;552.1;518.1;492.8;1;820
3640168;PR;;;1;1;1;1;441.5;461.7;461;447.3;1;640
4174960;MG;;;0;0;0;0;;;;;;
591112;AL;;;1;1;1;1;361;466;512.6;457;1;580
2774454;PA;2;1;1;1;1;1;396.6;530.3;537.1;561.9;1;640
3050332;RJ;;;0;0;0;0;;;;;;
4077449;BA;;;1;1;1;1;434.1;353.1;389.5;413.9;4;0
2512445;BA;4;1;1;1;1;1;445.9;480.7;447.1;411.7;1;560
2408214;SP;;;1;1;1;1;631.1;564.3;590.2;767.7;1;820
1933758;BA;2;1;1;1;1;1;414.6;472.7;519.8;427.1;1;640
2187643;RS;;;1;1;1;1;445.6;522.3;544.6;515.3;1;600
3261873;SP;;;1;1;1;1;489.3;405.5;525.4;400.7;1;560
586867;RN;;;1;1;1;1;502.2;575.6;579.2;547.4;1;760
3419111;MG;;;0;1;1;0;;365.1;380.7;;4;0
2864071;SC;2;1;0;0;0;0;;;;;;
3423191;SP;4;1;1;1;1;1;609.5;711.5;629.9;709.7;1;820
916764;PE;;;1;1;1;1;452.3;502.9;531.8;468.9;1;680
1724450;SC;4;1;1;1;1;1;543.7;547.6;581;579.4;1;720
1050254;CE;1;1;1;1;1;1;518.4;539.7;542.2;439.7;1;900
2175336;AP;;;1;1;1;1;700.9;699;691.7;817.5;1;920
2522999;MG;;;0;0;0;0;;;;;;
889098;CE;2;1;1;1;1;1;562.1;634;572.4;732.4;1;900
4108089;RS;;;0;0;0;0;;;;;;
382727;GO;2;1;1;1;1;1;526.6;451.1;519.3;461;1;540
2090483;RJ;2;1;1;1;1;1;476.8;576.1;584.8;672.7;1;880
1376182;SP;;;1;1;1;1;603;582.5;563.2;625.9;1;640
3573201;DF;;;1;1;1;1;519.9;540;566.1;561.9;1;780
1598724;MT;2;2;1;1;1;1;401.2;332.6;399.1;424.7;1;480
3115334;BA;2;1;1;1;1;1;536.3;440.7;361.4;382.2;1;520
3914331;RS;;;0;0;0;0;;;;;;
363673;PE;;;0;0;0;0;;;;;;
1479639;AL;;;0;0;0;0;;;;;;
828780;MT;4;1;1;1;1;1;761.1;731.9;639;894.9;1;920
3665541;MG;;;1;1;1;1;535.2;375;486.9;389.4;1;500
102327;MG;2;1;1;1;1;1;514;548.8;560;567.1;1;740
2749006;PB;2;1;1;1;1;1;438.3;432.1;457.1;485.6;1;320
1824393;MT;;;1;1;1;1;466.1;547.8;521.9;411.1;1;540
611534;CE;;;1;1;1;1;660.1;607.9;580.2;743.6;1;960
3360239;SP;;;1;1;1;1;633.4;710.7;688.4;804.8;1;940
2964207;BA;;;1;1;1;1;630;647.4;616.5;758.4;1;820
3287475;MT;;;0;0;0;0;;;;;;
3728029;PE;;;1;1;1;1;466.7;566.2;514.7;664.7;1;720
3379094;GO;4;1;1;1;1;1;580.6;641.9;555.3;664.4;1;940
4294116;RS;;;0;0;0;0;;;;;;
863558;PA;;;1;1;1;1;460.3;344.5;454.4;401.7;1;440
2421613;GO;2;1;0;0;0;0;;;;;;
2994067;MA;;;1;1;1;1;591.2;548.5;556.5;660;1;820
1326086;RN;2;1;1;1;1;1;562.7;541.9;385.2;585.3;1;640
205173;GO;4;1;1;1;1;1;576.2;614.3;600;641.1;1;640
3257797;MG;;;0;1;1;0;;361.3;455.2;;6;0
3206014;RS;4;1;1;1;1;1;466.1;531.3;511.5;449.7;4;0
4099024;MG;;;1;1;1;1;416.2;340.4;428.6;413.7;1;500
1571593;PE;2;1;1;1;1;1;461;510.2;544.6;490;1;860
1533119;PE;;;0;1;1;0;;551.4;408;;1;400
3612464;MA;;;0;0;0;0;;;;;;
3410574;SP;;;0;0;0;0;;;;;;
980436;CE;;;1;1;1;1;632.7;696.7;641.5;690.4;1;880
3481679;PA;;;1;0;0;1;456.4;;;442.9;;
140669;RO;;;1;1;1;1;528.8;586.6;570.9;657.5;1;800
4099921;RJ;;;0;0;0;0;;;;;;
989949;PE;;;1;1;1;1;424.2;569.1;581.7;587.6;1;480
3607102;RS;2;1;1;1;1;1;545.4;522.5;562.5;640.6;1;860
4213542;CE;;;1;1;1;1;572.6;649.7;581.3;487.9;1;660
2548864;CE;;;1;1;1;1;443.4;415.3;558.6;386.8;1;740
282780;MS;2;1;0;1;1;0;;549.1;559.1;;1;280
1046429;SP;2;1;1;1;1;1;455.7;460.9;518.2;446;1;700
817960;CE;;;1;1;1;1;502.7;546.2;506.1;458.8;1;580
2542151;PE;;;0;0;0;0;;;;;;
836474;MG;4;1;1;1;1;1;606.2;682.4;625.2;735.3;1;900
2334357;CE;;;0;0;0;0;;;;;;
1730338;RN;;;0;0;0;0;;;;;;
1530868;SP;2;1;1;1;1;1;381;486.1;525.8;420.1;1;520
4125318;RS;;;0;0;0;0;;;;;;
163387;SE;4;1;1;1;1;1;373.9;437.2;404.7;437.7;1;660
2253524;PE;;;0;0;0;0;;;;;;
2790805;DF;2;1;1;1;1;1;576.2;610.6;620.7;678.4;1;640
532976;TO;;;0;1;1;0;;556.1;621.8;;1;900
37699;SP;2;1;1;1;1;1;555.4;589.7;559.2;576.3;1;580
3915954;BA;2;1;0;1;1;0;;454.5;444.6;;1;360
4219766;MG;2;1;0;0;0;0;;;;;;
2230807;SP;;;1;1;1;1;527.2;471.1;518.2;498.4;1;560
2258917;MG;2;1;0;0;0;0;;;;;;
3918427;MA;4;1;1;1;1;1;481.4;443.3;510.7;475.9;1;820
1472929;PA;2;2;1;1;1;1;416.5;465.7;414.2;432.9;4;0
3289188;SP;;;0;0;0;0;;;;;;
4158692;RS;2;1;0;0;0;0;;;;;;
1054823;RJ;2;1;1;1;1;1;528.5;452.4;567.4;624.9;1;680
3905443;CE;;;1;1;1;1;532.8;521.8;557;402.8;1;540
542748;PR;;;1;1;1;1;418;500.8;452.5;422.3;1;380
3929827;BA;;;1;1;1;1;463;389.8;474.7;415.4;4;0
4264283;SP;;;1;1;1;1;485.5;556.4;601.5;458.7;1;600
2280918;CE;2;1;1;1;1;1;487.1;557.7;578.1;613.3;1;860
4093102;ES;2;1;0;0;0;0;;;;;;
3091289;RJ;4;1;1;1;1;1;596.9;593.7;568.3;716.9;1;920
832633;SP;3;1;0;0;0;0;;;;;;
2598403;PE;4;1;1;1;1;1;518.6;435.7;516.5;546.5;1;640
4078575;RJ;;;0;0;0;0;;;;;;
2599936;SP;2;1;0;0;0;0;;;;;;
3466446;SP;3;1;0;0;0;0;;;;;;
2846318;SP;;;1;1;1;1;586.5;510.7;577.3;449.4;1;820
3807907;RO;;;1;1;1;1;411.8;384.2;371.7;502.2;1;360
3559532;RS;;;0;0;0;0;;;;;;
2690129;PA;;;0;1;1;0;;378.2;440.3;;6;0
4329468;RS;;;0;0;0;0;;;;;;
45742;BA;;;1;1;1;1;397.4;324.3;467.8;419.1;1;600
2882906;SP;4;1;1;1;1;1;588.1;639.4;617.5;710.7;1;780
1196230;RN;2;1;1;1;1;1;361.7;446.5;432.7;413.9;4;0
345764;RJ;;;0;0;0;0;;;;;;
2005526;RJ;;;0;0;0;0;;;;;;
1057779;PE;;;1;1;1;1;486.8;497.6;462.1;491.5;1;400
4086240;MG;2;1;0;0;0;0;;;;;;
1174774;BA;2;1;1;1;1;1;525.7;570.8;456.5;435.3;1;840
2482033;MA;2;1;1;1;1;1;504.1;510.8;549.1;638.5;1;920
2876437;BA;;;0;0;0;0;;;;;;
2373297;MG;;;1;1;1;1;483.8;624.7;535.5;463.5;1;860
1951193;PA;;;1;1;1;1;477.7;437.9;520;397.8;1;320
1658366;CE;2;1;1;1;1;1;393.1;498.8;526.6;491.3;1;280
2295115;MG;;;1;1;1;1;622.9;631.6;587.6;622.9;1;920
2367866;PI;;;1;1;1;1;494;515.5;481.5;663.8;1;720
4218794;RS;;;0;0;0;0;;;;;;
1525176;BA;;;0;0;0;0;;;;;;
470351;BA;;;0;0;0;0;;;;;;
3706356;RJ;;;1;1;1;1;503.9;586;603.4;582.5;1;940
3559635;MG;;;1;1;1;1;636.9;607.5;594.4;697.2;1;700
4106484;PA;;;1;1;1;1;488.7;497.9;529.4;410.2;1;560
2513725;AM;2;1;0;0;0;0;;;;;;
804326;GO;2;1;1;1;1;1;577;621.3;598.7;608.5;1;860
1722878;SP;2;1;0;0;0;0;;;;;;
2552320;BA;;;1;1;1;1;420.7;455.6;509.2;407.1;1;540
683181;RS;2;1;0;0;0;0;;;;;;
4279305;BA;;;1;1;1;1;422.1;495.9;340.8;398.6;1;460
1809002;BA;;;1;1;1;1;402.8;368.1;458.4;456.8;1;440
963521;BA;;;1;1;1;1;405.1;443.6;507.6;449.3;1;620
161674;RJ;;;1;1;1;1;498;417.9;457.8;499.7;1;700
4249941;PR;;;0;0;0;0;;;;;;
2882496;PR;;;0;1;1;0;;615.3;618.2;;1;740
3920919;MT;;;1;1;1;1;427.1;463.6;541.1;664.9;1;600
596212;MT;4;1;1;1;1;1;650.9;707.6;630.6;683.9;1;760
89139;MG;;;1;1;1;1;402;484.9;509.1;460.9;1;640
4139898;TO;2;1;1;1;1;1;363;452.7;399.6;563.8;6;0
3687055;DF;;;1;1;1;1;426.7;438.4;477.4;408.4;4;0
684359;SC;4;1;1;1;1;1;556.9;584;575.7;596.5;1;660
175649;GO;;;0;0;0;0;;;;;;
3925737;PE;;;1;1;1;1;538.3;440.4;525.4;381.4;1;560
3049512;CE;;;1;1;1;1;507.4;491.7;594.3;736.2;1;580
4138586;CE;;;0;0;0;0;;;;;;
3034110;BA;;;1;1;1;1;548.4;607.6;559.1;493.3;1;580
1521988;SP;1;1;1;1;1;1;498.8;518.3;542.3;539.2;1;760
852037;BA;;;1;1;1;1;492.2;535.2;498;467.9;1;720
1310735;SP;2;1;1;1;1;1;580.6;626;632.3;469.5;1;540
4196877;RJ;4;1;0;0;0;0;;;;;;
1209624;RJ;;;1;1;1;1;552.1;474.5;589.2;593.9;1;720
1423091;PE;4;1;0;0;0;0;;;;;;
667398;MG;;;1;1;1;1;413.9;525.2;498.9;462.7;1;640
2028988;MS;;;0;1;1;0;;407.7;555.9;;1;820
2162445;SC;2;1;1;1;1;1;601.9;638.2;626.7;764.6;1;860
240517;MA;1;1;1;1;1;1;531.9;628.4;601.2;628.2;1;800
23581;ES;2;1;0;0;0;0;;;;;;
2634324;PE;;;1;1;1;1;487.1;540.7;566.5;384.1;1;660
4316163;RS;;;0;0;0;0;;;;;;
1824166;CE;;;0;0;0;0;;;;;;
728445;RJ;;;1;1;1;1;473.5;513.6;471.2;548.3;1;900
702369;PA;2;1;1;1;1;1;459.5;382;424.7;393.6;1;740
2224046;PA;;;1;1;1;1;536.6;569.8;523.2;532.4;1;600
2483406;PR;;;1;1;1;1;553.3;537.9;534.6;499;1;640
2872948;SP;;;1;1;1;1;400.1;560.7;600.6;408.5;1;640
1247193;MG;;;0;1;1;0;;318.3;492.3;;4;0
2861177;BA;2;1;1;1;1;1;530.7;577.8;578.3;408.1;4;0
2503012;CE;;;1;1;1;1;562.7;587.7;493.6;533.2;1;600
4067837;SP;;;1;1;1;1;530.3;535.4;534.4;528.6;1;740
1855710;RJ;;;1;1;1;1;478.9;557.6;619.5;420;1;680
176281;BA;;;0;1;1;0;;504;519.2;;4;0
4232714;CE;;;0;0;0;0;;;;;;
2414207;RJ;;;0;0;0;0;;;;;;
222348;MG;;;1;1;1;1;711.9;695.2;674.2;811.1;1;920
3276860;MA;2;1;1;1;1;1;487.3;370.2;488.4;432.5;1;440
3337409;GO;2;1;0;0;0;0;;;;;;
3135370;RS;;;1;1;1;1;379.7;465.7;503.4;470.9;1;600
1899628;GO;;;0;0;0;0;;;;;;
406008;RJ;;;1;1;1;1;493.7;577.5;589.5;603.6;1;780
2444316;RO;;;0;0;0;0;;;;;;
1408551;SC;;;1;1;1;1;416.3;518.5;550.9;526.4;1;740
1765419;MG;;;0;0;0;0;;;;;;
2844032;SC;4;1;1;1;1;1;575.1;664.1;599.8;645.1;1;680
3714198;PR;;;1;1;1;1;512.7;600.7;574.2;507.8;1;600
4270484;RN;;;1;1;1;1;528;546.5;535;560.3;1;520
4145704;MG;2;1;0;0;0;0;;;;;;
3431760;RS;;;1;1;1;1;410.1;459;464.6;385.8;1;540
1275478;AL;;;1;1;1;1;344.9;519.5;510.6;438.6;1;620
4112391;RJ;2;1;0;0;0;0;;;;;;
2308911;SP;2;1;1;1;1;1;551.2;487.8;555.3;598.3;1;640
2680542;GO;;;1;1;1;1;529.2;575;583.7;400;1;420
3266420;PA;1;1;1;1;1;1;472.1;465.5;536.4;408.6;1;740
2486168;CE;;;1;1;1;1;650.3;594.6;631.6;709.2;1;860
4044844;AM;;;1;0;0;1;361.3;;;394.1;;
2078676;SP;2;1;1;1;1;1;466.2;504;492.7;388.1;1;580
1391131;BA;4;1;1;1;1;1;581.8;624.4;581.7;633.4;1;920
2000589;PE;;;1;1;1;1;538.7;504.7;530.3;654.4;1;900
3503357;PA;;;1;1;1;1;423.6;409.4;470;484.5;1;400
1015490;MT;4;1;1;1;1;1;611.8;652.2;597;710.4;1;780
81272;SP;;;1;1;1;1;470.3;608.3;535.4;440.9;1;580
739985;RJ;2;1;1;1;1;1;483.9;409;483.4;418.1;1;540
3450071;MG;;;1;1;1;1;531.3;613.9;576;652.3;1;560
2935950;CE;2;1;1;1;1;1;527.5;464.8;535;448;1;640
1795983;MG;;;0;0;0;0;;;;;;
3477207;GO;;;1;1;1;1;396.1;457.2;488.3;449.5;1;440
1102789;MG;;;0;0;0;0;;;;;;
936767;PB;;;1;1;1;1;434.5;405.2;436.5;394.7;4;0
2968801;MT;;;1;1;1;1;514.1;506;520.4;443.7;1;760
789179;BA;2;1;1;1;1;1;467.3;445.7;495.6;407;1;600
2294448;MG;;;1;1;1;1;423.6;473.9;464.3;479.6;1;840
2441404;PA;2;1;1;1;1;1;545.6;505.3;525.4;395.3;1;480
3621150;PR;;;1;1;1;1;565.6;627.6;584.8;531.7;1;500
3198315;PA;2;1;0;0;0;0;;;;;;
1561190;RN;;;0;1;1;0;;411.7;408.4;;1;920
4093862;BA;;;1;1;1;1;475.2;596.2;518.9;376.6;1;500
4052612;MA;;;0;0;0;0;;;;;;
2955231;SP;;;1;1;1;1;485.4;550.2;435.2;444.9;1;540
3858146;MA;;;1;1;1;1;422.2;511.3;523.3;467.5;1;560
747390;MA;2;1;1;1;1;1;462.8;582.9;568.7;428.9;1;740
2933599;PE;;;1;1;1;1;481.6;448.7;486.6;475;1;620
2902797;TO;;;1;1;1;1;467.8;398.1;479.7;384.8;1;640
1862685;AL;;;0;0;0;0;;;;;;
3948781;MS;2;1;1;1;1;1;515.3;533.8;523.8;487.8;1;620
972613;RJ;;;1;1;1;1;426.2;514.3;550.7;424;1;700
2956138;RN;;;1;1;1;1;379.4;326.5;450.8;412.7;1;480
932229;MS;2;1;0;0;0;0;;;;;;
1279526;AL;;;0;0;0;0;;;;;;
104276;MA;1;2;1;1;1;1;448;546.4;515.8;506.8;1;920
3016897;ES;2;1;0;0;0;0;;;;;;
3019847;RS;;;1;1;1;1;465.2;516.9;570.7;666.5;1;740
4105401;RS;;;0;0;0;0;;;;;;
1148178;MA;;;0;0;0;0;;;;;;
1059917;CE;2;1;1;1;1;1;483;519.2;552.5;578.6;1;540
316719;AM;;;0;0;0;0;;;;;;
1812131;MG;;;0;0;0;0;;;;;;
3802351;PB;;;1;1;1;1;486.1;445.7;447.3;550.2;1;640
3502210;SP;4;1;1;1;1;1;603.2;556.9;557.3;592.2;1;700
3706700;BA;;;1;1;1;1;395.2;362.2;392.6;383;1;340
733193;SP;;;1;1;1;1;379.8;478.1;466.8;383.7;1;780
304228;BA;;;1;1;1;1;468.6;467.7;432.7;372.5;4;0
443941;MA;2;1;1;1;1;1;443.1;463.6;501.9;407.4;1;640
2238165;BA;2;1;1;1;1;1;514.5;568.6;588.5;551.7;1;560
4170934;SP;;;1;1;1;1;658.7;636.6;629;785.2;1;600
881345;BA;2;1;1;1;1;1;445.4;476;501.5;411.7;1;600
3767760;RJ;;;1;1;1;1;589.5;646.6;631.9;548.6;1;740
1028843;PA;2;1;1;1;1;1;472.2;334.4;384.6;462.9;1;560
928176;PI;2;1;1;1;1;1;509.1;428.4;472.5;551.6;1;640
241187;CE;2;1;1;1;1;1;484.9;458.7;517.7;424.5;1;600
2881292;SP;3;1;0;1;1;0;;390.8;366.4;;2;0
2358351;SP;;;1;1;1;1;562.8;600;565.4;468.8;1;560
1473106;PI;;;0;0;0;0;;;;;;
2892308;ES;;;1;1;1;1;486.7;446.8;557.1;528;1;780
181512;MA;;;1;1;1;1;500.8;541;560.1;493.5;1;920
2726310;SP;;;1;1;1;1;678.1;635.8;632.7;683;1;880
