CO_ENTIDADE;NO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_SITUACAO_FUNCIONAMENTO;QT_MAT_BAS;QT_DOC_BAS;QT_TUR_BAS;QT_SALAS_UTILIZADAS;IN_INTERNET;IN_BIBLIOTECA;IN_AGUA_POTAVEL;IN_ENERGIA_INEXISTENTE
13084305;Itacoatiara;3;2;;2;;;;;;;;
13084313;Itacoatiara;3;2;8;1;152;15;13;5;0;0;1;0
13084321;Itacoatiara;3;2;;2;;;;;;;;
13084348;Itacoatiara;3;2;0;1;14;1;1;2;0;0;0;0
13084356;Itacoatiara;3;1;0;1;354;24;14;7;1;0;1;0
13084364;Itacoatiara;3;2;;2;;;;;;;;
13084380;Itacoatiara;3;2;;2;;;;;;;;
13084399;Itacoatiara;3;2;;2;;;;;;;;
13084615;Itacoatiara;3;2;8;1;32;2;2;2;1;0;1;0
13087657;Itacoatiara;3;2;;2;;;;;;;;
13087851;Itacoatiara;3;2;0;1;617;29;23;12;1;1;1;0
13088025;Itacoatiara;3;2;0;1;30;4;2;2;0;0;1;0
13088033;Itacoatiara;3;2;;2;;;;;;;;
13088041;Itacoatiara;3;2;0;1;83;7;8;5;1;1;1;0
13088149;Itacoatiara;3;2;;2;;;;;;;;
13088157;Itacoatiara;3;2;8;1;66;5;6;4;1;0;0;0
13088165;Itacoatiara;3;2;0;1;26;1;1;2;0;0;1;0
13088173;Itacoatiara;3;2;0;1;50;6;7;3;1;0;1;0
13088181;Itacoatiara;3;2;;2;;;;;;;;
13088190;Itacoatiara;3;2;;2;;;;;;;;
13089927;Itacoatiara;2;1;0;1;467;46;13;9;1;1;1;0
13090542;Itacoatiara;3;1;0;1;234;15;10;5;1;0;1;0
13090550;Itacoatiara;3;2;1;1;265;16;18;11;1;0;1;0
13090569;Itacoatiara;3;2;;2;;;;;;;;
13090577;Itacoatiara;3;2;;2;;;;;;;;
13094092;Itacoatiara;3;2;0;1;125;14;9;4;1;0;1;0
13094106;Itacoatiara;3;2;;2;;;;;;;;
13094114;Itacoatiara;3;2;2;1;82;9;6;6;1;0;1;0
13094122;Itacoatiara;3;2;0;1;51;4;4;2;1;0;0;0
13094130;Itacoatiara;3;2;;2;;;;;;;;
13096508;Itacoatiara;3;1;;2;;;;;;;;
13096621;Itacoatiara;2;1;0;1;943;33;30;12;1;1;1;0
13100254;Itacoatiara;3;1;0;1;479;20;16;8;1;0;1;0
13101145;Itacoatiara;1;2;0;1;463;28;14;10;1;1;1;0
13101781;Itacoatiara;3;2;0;1;150;12;11;6;1;0;0;0
13101790;Itacoatiara;3;2;8;1;48;4;5;4;1;0;1;0
13102664;Itacoatiara;4;1;0;1;288;8;10;14;1;1;1;0
13103237;Itacoatiara;2;2;2;1;42;2;5;3;1;0;1;0
13103490;Itacoatiara;3;1;0;1;661;34;24;12;1;0;1;0
13104063;Itacoatiara;4;1;0;1;63;3;3;3;1;1;1;0
13104128;Itacoatiara;4;1;0;1;189;22;16;9;1;1;1;0
13105329;Itacoatiara;2;1;0;1;473;23;14;14;1;1;1;0
13124609;Itacoatiara;3;2;;2;;;;;;;;
13223275;Itacoatiara;2;2;0;1;1495;121;93;93;1;0;1;0
13259229;Itacoatiara;3;2;8;1;38;2;3;2;1;0;0;0
13260227;Itacoatiara;3;2;;2;;;;;;;;
13261207;Itacoatiara;3;1;0;1;554;22;20;10;1;1;1;0
13261215;Itacoatiara;3;2;;2;;;;;;;;
13261223;Itacoatiara;3;2;8;1;50;4;3;5;1;0;0;0
13304356;Itacoatiara;2;2;0;1;390;17;14;6;1;1;1;0
13035550;Itacoatiara;3;2;;2;;;;;;;;
13035720;Itacoatiara;3;2;;2;;;;;;;;
13012096;Itamarati;2;1;0;1;455;50;17;9;1;0;1;0
13012118;Itamarati;3;2;0;1;77;8;6;3;1;0;0;0
13012134;Itamarati;3;2;0;1;18;2;2;1;1;0;1;0
13012142;Itamarati;3;2;0;1;8;1;1;1;0;0;0;1
13012150;Itamarati;3;2;;2;;;;;;;;
13012207;Itamarati;3;2;0;1;39;3;2;1;1;0;1;0
13012223;Itamarati;3;2;0;1;30;3;2;1;0;0;0;0
13012282;Itamarati;2;1;0;1;717;31;27;13;0;1;1;0
13055348;Itamarati;3;2;0;1;54;5;4;2;1;0;1;0
13055356;Itamarati;3;2;0;1;30;2;2;2;1;0;0;0
13071998;Itamarati;3;2;;2;;;;;;;;
13072005;Itamarati;3;1;0;1;557;30;20;8;0;0;1;0
13076620;Itamarati;3;2;2;1;73;2;3;2;0;0;0;1
13076647;Itamarati;3;2;;2;;;;;;;;
13076671;Itamarati;3;2;0;1;20;2;2;1;1;0;0;0
13076698;Itamarati;3;2;0;1;22;2;2;1;1;0;1;0
13076736;Itamarati;3;2;0;1;53;4;4;2;0;0;0;0
13080091;Itamarati;3;2;2;1;52;2;2;2;0;0;0;0
13080113;Itamarati;3;2;0;1;22;2;2;1;0;0;1;0
13080121;Itamarati;3;1;0;1;255;8;8;4;0;0;1;0
13080130;Itamarati;3;2;2;1;137;9;6;4;0;0;0;1
13080164;Itamarati;3;2;2;1;167;6;6;3;1;0;0;0
13080172;Itamarati;3;2;2;1;116;6;6;2;0;0;0;0
13083759;Itamarati;3;2;0;1;34;3;2;1;1;0;1;0
13087630;Itamarati;3;2;;2;;;;;;;;
13090941;Itamarati;3;1;0;1;371;34;14;7;1;0;1;0
13094300;Itamarati;2;1;0;1;309;40;7;10;1;1;1;0
13098616;Itamarati;3;2;2;1;60;3;3;2;0;0;0;0
13098624;Itamarati;3;2;0;1;22;1;2;1;0;0;1;0
13098934;Itamarati;3;2;0;1;43;4;4;2;1;0;1;0
13103539;Itamarati;3;1;0;1;198;14;8;5;0;0;1;0
13103571;Itamarati;2;2;;2;;;;;;;;
13104322;Itamarati;3;2;0;1;11;1;1;1;0;0;1;0
13104632;Itamarati;3;2;0;1;24;2;2;2;0;0;0;1
13105736;Itamarati;3;2;0;1;11;1;1;1;0;0;0;1
13105744;Itamarati;3;2;0;1;22;2;2;1;0;0;0;0
13105752;Itamarati;3;2;;2;;;;;;;;
13106651;Itamarati;2;2;0;1;61;19;6;6;1;0;0;0
13107747;Itamarati;3;2;2;1;65;3;3;2;0;0;0;1
13109758;Itamarati;3;2;0;1;13;1;1;1;0;0;1;1
13109766;Itamarati;3;2;0;1;14;1;1;1;0;0;1;0
13109774;Itamarati;3;2;0;1;13;1;1;1;0;0;1;1
13109782;Itamarati;3;2;0;1;11;1;1;1;0;0;1;1
13272268;Itamarati;3;2;0;1;24;1;2;1;0;0;0;1
13273256;Itamarati;3;2;0;1;15;1;1;1;0;0;0;0
13273264;Itamarati;3;2;0;1;16;1;1;1;0;0;0;1
13274236;Itamarati;3;2;0;1;19;1;2;1;0;0;1;1
13276220;Itamarati;3;1;0;1;172;15;8;4;0;0;1;0
13290215;Itamarati;3;2;2;1;51;2;2;1;0;0;0;1
13035754;Itapiranga;3;2;0;1;10;1;1;1;0;0;1;0
13035770;Itapiranga;2;1;0;1;560;25;16;8;1;1;1;0
13035789;Itapiranga;3;2;0;1;105;14;11;6;1;0;1;0
13035800;Itapiranga;3;2;0;1;54;9;7;4;0;0;1;0
13035835;Itapiranga;3;2;0;1;27;3;3;4;1;0;1;0
13035843;Itapiranga;3;2;;3;;;;;;;;
13035860;Itapiranga;3;2;;3;;;;;;;;
13035878;Itapiranga;3;2;0;1;7;1;1;1;0;0;1;0
13035894;Itapiranga;3;2;0;1;130;11;8;4;0;1;1;0
13035908;Itapiranga;3;2;0;1;37;4;7;6;0;0;1;0
13035924;Itapiranga;3;2;0;1;69;9;9;6;0;0;1;0
13035932;Itapiranga;2;1;0;1;485;16;16;8;1;1;1;0
13035967;Itapiranga;2;1;0;1;401;14;12;6;1;0;1;0
13071386;Itapiranga;3;2;0;1;116;15;12;5;0;0;1;0
13071408;Itapiranga;3;2;0;1;5;1;1;1;0;0;1;1
13071424;Itapiranga;3;1;0;1;462;31;28;14;1;0;1;0
13075438;Itapiranga;3;2;0;1;41;2;3;2;1;0;1;0
13079484;Itapiranga;3;1;0;1;592;33;22;10;1;0;1;0
13083929;Itapiranga;3;2;0;1;25;2;3;1;0;0;1;1
13093932;Itapiranga;3;2;0;1;4;1;1;1;0;0;1;1
13094289;Itapiranga;2;1;0;1;297;38;6;10;1;0;1;0
13097644;Itapiranga;3;2;0;1;16;2;2;2;0;0;1;0
13097652;Itapiranga;3;2;;3;;;;;;;;
13099183;Itapiranga;3;1;0;1;148;11;12;6;0;0;1;0
13108760;Itapiranga;3;2;;2;;;;;;;;
13110772;Itapiranga;3;2;0;1;7;1;1;1;0;0;1;1
13223283;Itapiranga;2;2;0;1;29;31;3;3;1;0;1;0
13304305;Itapiranga;2;2;8;1;26;33;4;3;0;0;1;0
13003089;Japurá;3;2;0;1;7;1;1;2;0;0;1;0
13003160;Japurá;3;2;0;1;16;2;3;2;0;0;0;0
13003178;Japurá;3;2;0;1;16;1;2;1;0;0;0;0
13003208;Japurá;2;2;0;1;73;35;7;4;0;1;1;0
13003216;Japurá;2;2;0;1;61;51;10;4;0;0;1;0
13003232;Japurá;3;2;0;1;30;2;3;2;0;0;1;0
13061500;Japurá;3;1;0;1;515;17;18;10;0;0;1;0
13061518;Japurá;3;2;2;1;277;19;15;7;0;0;1;0
13061526;Japurá;3;2;2;1;105;10;11;4;0;0;1;0
13061534;Japurá;3;2;0;1;6;1;2;2;0;0;1;0
13061542;Japurá;3;2;0;1;15;1;2;2;0;0;1;0
13061550;Japurá;3;2;0;1;13;1;2;1;0;0;1;0
13061569;Japurá;3;2;0;1;81;5;6;3;0;0;1;0
13068008;Japurá;3;2;0;1;88;6;7;5;1;0;1;0
13075934;Japurá;3;1;0;1;651;36;25;12;1;1;1;0
13079867;Japurá;3;2;;2;;;;;;;;
13079883;Japurá;3;2;0;1;9;1;2;1;0;0;1;0
13087681;Japurá;3;2;0;1;13;1;2;1;0;0;1;0
13095234;Japurá;2;1;0;1;328;23;15;7;1;1;1;0
13095420;Japurá;3;2;2;1;45;3;4;1;0;0;1;0
13095439;Japurá;3;2;0;1;28;3;4;2;0;0;1;0
13095650;Japurá;3;2;0;1;47;6;5;2;0;0;1;0
13096117;Japurá;3;2;0;1;75;10;6;4;1;1;1;0
13096125;Japurá;3;2;2;1;54;6;5;2;0;0;1;0
13096133;Japurá;3;2;0;1;47;4;5;2;0;0;1;0
13096141;Japurá;3;2;0;1;23;3;4;2;0;0;1;0
13096150;Japurá;3;2;0;1;44;4;5;3;0;0;1;0
13096168;Japurá;3;2;0;1;34;3;3;2;0;0;1;0
13096680;Japurá;2;1;0;1;343;25;19;7;1;1;1;0
13100777;Japurá;3;2;;2;;;;;;;;
13100785;Japurá;3;2;0;1;36;5;4;2;0;0;1;0
13100793;Japurá;3;2;0;1;29;3;4;2;0;0;1;0
13100815;Japurá;3;2;2;1;28;3;4;2;0;0;1;0
13101420;Japurá;3;2;0;1;45;5;4;2;0;0;1;0
13101439;Japurá;3;2;0;1;17;2;2;2;0;0;0;0
13102567;Japurá;3;1;0;1;207;14;10;5;0;0;1;0
13103105;Japurá;3;1;0;1;;;;4;1;1;1;0
13103245;Japurá;2;2;0;1;88;28;9;9;1;0;1;0
13104160;Japurá;3;2;2;1;60;4;6;2;0;0;1;0
13104179;Japurá;3;2;2;1;22;1;1;1;0;0;1;0
13104187;Japurá;3;2;0;1;33;3;4;4;1;0;1;0
13104195;Japurá;3;2;0;1;28;3;4;2;0;0;1;0
13106783;Japurá;3;2;0;1;17;1;2;1;0;0;1;0
13106791;Japurá;3;2;0;1;15;2;3;2;0;0;1;0
13106813;Japurá;3;2;0;1;19;1;2;2;0;0;1;0
13106821;Japurá;3;2;0;1;12;1;2;2;0;0;1;0
13106830;Japurá;3;2;0;1;17;1;2;2;0;0;1;0
13106910;Japurá;3;2;0;1;12;1;2;2;0;0;1;0
13107356;Japurá;3;1;;2;;;;;;;;
13107364;Japurá;3;2;2;1;19;3;3;1;0;0;1;0
13107372;Japurá;3;2;2;1;36;5;6;1;0;0;1;0
13109413;Japurá;3;2;2;1;8;1;2;1;0;0;1;0
13162209;Japurá;2;1;0;1;181;29;5;6;1;1;1;0
13238205;Japurá;2;2;0;1;36;34;5;5;1;0;1;0
13012290;Juruá;3;2;0;1;23;1;2;1;0;0;1;0
13012304;Juruá;3;2;0;1;25;4;6;5;0;1;1;0
13012320;Juruá;3;2;0;1;110;11;8;6;1;1;1;0
13012339;Juruá;3;2;0;1;82;12;8;7;0;0;1;0
13012355;Juruá;3;2;;2;;;;;;;;
13012380;Juruá;3;2;0;1;6;1;1;4;0;0;1;1
13012398;Juruá;3;2;0;1;15;1;1;2;0;0;1;0
13012401;Juruá;3;2;;2;;;;;;;;
13012410;Juruá;3;2;0;1;70;8;9;7;0;0;1;0
13012428;Juruá;3;2;0;1;6;1;1;1;0;0;1;0
13012436;Juruá;3;2;0;1;6;1;1;1;0;0;1;0
13012479;Juruá;2;1;0;1;570;20;24;10;1;1;1;0
13012495;Juruá;3;2;0;1;114;17;12;10;0;0;1;0
13012509;Juruá;3;2;;2;;;;;;;;
13067664;Juruá;3;2;0;1;60;4;7;3;0;0;1;0
13067672;Juruá;3;2;0;1;15;1;1;1;0;0;1;0
13067680;Juruá;3;2;0;1;10;2;2;1;0;0;1;0
13067745;Juruá;3;2;0;1;9;1;1;1;0;0;1;0
13072161;Juruá;3;2;0;1;14;1;1;1;0;0;1;0
13072170;Juruá;3;1;0;1;744;47;33;13;1;1;1;0
13075926;Juruá;3;2;;2;;;;;;;;
13077953;Juruá;3;2;2;1;283;14;17;9;0;0;1;0
13077961;Juruá;3;2;;2;;;;;;;;
13077970;Juruá;3;2;2;1;71;5;5;5;0;0;1;1
13077988;Juruá;3;2;2;1;33;1;2;1;0;0;1;1
13080300;Juruá;3;2;0;1;17;1;2;1;0;0;1;1
13082698;Juruá;3;2;0;1;9;1;1;1;0;0;1;1
13082701;Juruá;2;1;0;1;782;28;29;11;1;1;1;0
13082710;Juruá;3;2;0;1;6;1;2;1;0;0;1;1
13087380;Juruá;3;2;;2;;;;;;;;
13087398;Juruá;3;2;0;1;67;6;7;5;0;0;1;0
13087401;Juruá;3;2;0;1;25;3;3;3;0;0;1;0
13087410;Juruá;3;2;0;1;8;1;1;1;0;0;1;1
13087428;Juruá;3;2;;2;;;;;;;;
13088505;Juruá;3;2;0;1;4;1;1;1;0;0;1;0
13088513;Juruá;3;2;;2;;;;;;;;
13095072;Juruá;3;2;0;1;23;1;2;1;0;0;1;0
13099248;Juruá;2;1;;2;;;;;;;;
13099302;Juruá;3;1;0;1;;;;3;1;0;1;0
13100246;Juruá;3;1;0;1;361;36;18;10;0;0;1;0
13101064;Juruá;2;2;0;1;174;48;17;4;0;0;1;0
13102702;Juruá;2;1;0;1;192;25;6;12;1;0;1;0
13103369;Juruá;2;2;;2;;;;;;;;
13103512;Juruá;3;1;0;1;281;21;14;10;0;0;1;0
13142216;Juruá;3;2;0;1;28;2;2;2;0;0;1;0
13241222;Juruá;2;2;0;1;50;35;6;6;1;0;1;0
13006690;Jutaí;3;2;2;1;21;2;2;1;0;0;1;0
13006703;Jutaí;3;1;0;1;591;41;22;11;1;0;1;0
13006711;Jutaí;2;1;0;1;522;18;14;7;1;0;1;0
13006738;Jutaí;3;2;0;1;102;6;5;3;1;0;1;0
13006746;Jutaí;3;2;;3;;;;;;;;
13006754;Jutaí;3;2;0;1;28;2;2;1;0;0;1;0
13006762;Jutaí;3;2;2;1;23;1;1;1;0;0;1;0
13006789;Jutaí;3;2;;3;;;;;;;;
13006797;Jutaí;3;1;0;1;496;24;21;11;1;1;1;0
13006819;Jutaí;3;2;2;1;256;15;13;7;1;0;1;0
13006827;Jutaí;3;2;2;1;25;2;2;1;0;0;1;0
13006835;Jutaí;3;2;;3;;;;;;;;
13006851;Jutaí;3;2;2;1;29;1;1;1;1;0;1;0
13006860;Jutaí;3;2;2;1;28;2;2;1;0;0;1;1
13006878;Jutaí;3;2;0;1;22;1;2;1;0;0;1;0
13006894;Jutaí;3;1;0;1;417;18;14;7;1;0;1;0
13006916;Jutaí;3;2;2;1;43;2;3;2;0;0;1;0
13006932;Jutaí;3;2;2;1;34;2;3;2;0;0;1;1
13006975;Jutaí;3;2;2;1;28;1;1;1;0;0;1;1
13006983;Jutaí;3;2;2;1;27;1;1;1;0;0;1;0
13006991;Jutaí;3;2;2;1;54;5;3;2;0;0;1;0
13007009;Jutaí;3;2;0;1;58;4;4;3;1;0;1;0
13007017;Jutaí;3;2;2;1;62;4;3;2;0;0;1;0
13007041;Jutaí;3;2;2;1;213;13;11;8;1;0;1;0
13007068;Jutaí;3;2;2;1;31;2;2;1;1;0;1;0
13007076;Jutaí;3;2;2;1;100;7;6;3;0;0;1;0
13007084;Jutaí;3;2;0;1;15;1;1;1;1;0;1;0
13007114;Jutaí;3;2;;3;;;;;;;;
13007149;Jutaí;3;2;2;1;15;1;1;1;0;0;1;0
13007157;Jutaí;3;2;0;1;242;16;13;8;1;0;1;0
13007165;Jutaí;3;2;0;1;21;1;1;1;0;0;1;0
13007181;Jutaí;3;2;;3;;;;;;;;
13007190;Jutaí;3;2;2;1;102;7;5;5;1;0;1;0
13007203;Jutaí;2;1;0;1;1093;36;33;12;1;1;1;0
13007211;Jutaí;2;1;0;1;410;15;14;7;1;1;1;0
13060147;Jutaí;3;2;2;1;151;8;8;5;0;0;1;0
13060171;Jutaí;3;2;0;1;31;2;2;1;0;0;1;0
13060201;Jutaí;3;2;0;1;164;12;10;7;1;0;1;0
13060210;Jutaí;3;2;;3;;;;;;;;
13060252;Jutaí;3;2;0;1;13;1;1;1;0;0;1;0
13060317;Jutaí;3;2;;3;;;;;;;;
13067109;Jutaí;3;2;;3;;;;;;;;
13071157;Jutaí;3;1;0;1;268;25;11;6;1;0;1;0
13071173;Jutaí;3;2;0;1;29;2;2;1;0;0;1;0
13071181;Jutaí;3;2;2;1;16;1;1;1;0;0;1;1
13071335;Jutaí;3;2;0;1;12;1;1;1;0;0;1;0
13074164;Jutaí;3;2;0;1;29;2;2;1;0;0;1;0
13074172;Jutaí;3;2;;3;;;;;;;;
13074180;Jutaí;3;2;0;1;23;2;2;3;0;0;1;0
13074202;Jutaí;3;2;2;1;101;8;6;4;1;0;1;0
13074210;Jutaí;3;2;0;1;10;1;1;1;0;0;1;1
13074229;Jutaí;3;2;0;1;13;1;1;1;0;0;1;0
13074237;Jutaí;3;2;0;1;25;1;1;1;0;0;1;0
13076566;Jutaí;3;1;0;1;894;34;24;13;1;1;1;0
13076582;Jutaí;3;2;2;1;37;1;2;1;0;0;1;0
13079727;Jutaí;3;2;;3;;;;;;;;
13079735;Jutaí;3;2;0;1;26;2;2;1;0;0;1;0
13079760;Jutaí;3;2;;3;;;;;;;;
13079786;Jutaí;3;2;0;1;6;1;1;1;0;0;1;1
13079794;Jutaí;3;2;0;1;66;8;4;4;1;0;1;0
13079808;Jutaí;3;2;;2;;;;;;;;
13079816;Jutaí;3;2;0;1;36;2;2;1;0;0;1;0
13079824;Jutaí;3;2;2;1;135;6;8;5;1;0;1;0
13079840;Jutaí;3;2;2;1;69;3;4;2;0;0;1;0
13079859;Jutaí;3;2;;3;;;;;;;;
13083783;Jutaí;3;2;0;1;16;1;1;1;0;0;1;0
13083791;Jutaí;3;2;;3;;;;;;;;
13083805;Jutaí;3;2;2;1;27;2;2;1;0;0;1;0
13083813;Jutaí;3;2;2;1;61;3;4;3;0;0;1;0
13083848;Jutaí;3;2;0;1;22;1;1;1;0;0;1;0
13083856;Jutaí;3;2;2;1;48;2;3;3;1;0;1;0
13084879;Jutaí;3;2;2;1;102;3;5;4;1;0;1;0
13084909;Jutaí;3;2;0;1;14;1;1;1;0;0;1;1
13084917;Jutaí;3;2;0;1;12;1;1;1;0;0;1;1
13084925;Jutaí;3;2;;3;;;;;;;;
13084933;Jutaí;3;2;;3;;;;;;;;
13084950;Jutaí;3;2;2;1;20;1;1;1;0;0;1;1
13084968;Jutaí;3;2;2;1;164;5;8;5;1;0;1;0
13084976;Jutaí;3;2;;3;;;;;;;;
13084984;Jutaí;3;2;2;1;138;4;6;5;1;0;1;0
13088521;Jutaí;3;2;0;1;14;1;1;1;0;0;1;0
13088530;Jutaí;3;2;2;1;95;3;4;3;0;0;1;1
13088548;Jutaí;3;2;;3;;;;;;;;
13090348;Jutaí;3;2;;3;;;;;;;;
13090356;Jutaí;3;2;0;1;29;1;1;1;1;0;1;0
13090372;Jutaí;3;2;2;1;54;2;3;2;0;0;1;0
13093827;Jutaí;2;1;0;1;290;48;7;6;1;0;1;0
13094505;Jutaí;3;2;;3;;;;;;;;
13094513;Jutaí;3;2;0;1;25;1;1;1;0;0;1;0
13094521;Jutaí;3;2;0;1;11;1;1;1;0;0;1;0
13094530;Jutaí;3;2;;3;;;;;;;;
13097407;Jutaí;3;2;0;1;20;1;2;1;0;0;1;0
13097415;Jutaí;3;2;0;1;36;1;2;3;0;0;1;0
13097601;Jutaí;3;2;;3;;;;;;;;
13097806;Jutaí;3;2;;3;;;;;;;;
13097814;Jutaí;3;2;2;1;31;1;2;1;0;0;1;0
13097822;Jutaí;3;2;0;1;22;1;1;1;0;0;1;0
13098004;Jutaí;3;2;0;1;88;3;5;3;0;0;1;0
13098799;Jutaí;3;2;;3;;;;;;;;
13098802;Jutaí;3;2;;3;;;;;;;;
13098810;Jutaí;3;2;;3;;;;;;;;
13098861;Jutaí;3;2;;3;;;;;;;;
13099000;Jutaí;3;2;2;1;27;1;2;1;0;0;1;0
13100122;Jutaí;3;2;;3;;;;;;;;
13100130;Jutaí;3;2;0;1;33;2;2;1;0;0;1;0
13100157;Jutaí;3;1;0;1;805;37;25;9;1;0;1;0
13101919;Jutaí;3;2;;3;;;;;;;;
13102311;Jutaí;2;2;0;1;108;11;6;3;1;0;1;0
13103733;Jutaí;3;2;2;1;35;2;2;2;0;0;1;1
13103741;Jutaí;3;2;0;1;18;1;1;1;0;0;1;1
13105809;Jutaí;3;2;0;1;23;1;1;1;0;0;1;1
13106007;Jutaí;3;2;;3;;;;;;;;
13106163;Jutaí;3;1;0;1;399;28;14;7;0;0;1;0
13106180;Jutaí;3;2;2;1;12;1;1;1;0;0;1;1
13108808;Jutaí;3;2;;3;;;;;;;;
13109553;Jutaí;3;2;0;1;20;1;1;1;0;0;1;1
13109561;Jutaí;3;2;0;1;26;1;1;1;0;0;1;0
13109570;Jutaí;3;2;0;1;12;1;1;1;0;0;1;1
13109588;Jutaí;3;2;2;1;21;1;1;1;0;0;1;0
13109596;Jutaí;3;2;0;1;15;1;1;1;0;0;1;1
13109618;Jutaí;3;2;0;1;25;1;1;1;0;0;1;1
13109626;Jutaí;3;2;0;1;25;1;2;1;0;0;1;0
13109634;Jutaí;3;2;2;1;64;2;3;2;0;0;1;1
13231200;Jutaí;2;2;0;1;134;37;9;17;1;0;1;0
13259210;Jutaí;2;2;2;1;132;13;8;8;1;0;0;0
13046829;Lábrea;2;1;0;1;1415;49;44;18;1;1;1;0
13046837;Lábrea;3;2;0;1;27;2;2;1;0;0;1;1
13046861;Lábrea;3;2;0;1;81;5;4;2;0;0;1;1
13046896;Lábrea;2;1;0;1;285;23;12;12;1;1;1;0
13046900;Lábrea;3;2;0;1;14;1;2;1;0;0;1;0
13046926;Lábrea;3;2;0;1;9;1;1;1;0;0;1;1
13046934;Lábrea;3;2;0;1;9;1;1;2;0;0;1;1
13046950;Lábrea;3;2;0;1;18;2;2;2;0;0;1;1
13046969;Lábrea;3;2;0;1;22;2;2;1;0;0;1;0
13046977;Lábrea;3;2;0;1;7;1;1;2;0;0;1;1
13046993;Lábrea;3;2;;2;;;;;;;;
13047000;Lábrea;3;2;0;1;26;2;2;2;0;0;1;0
13047094;Lábrea;3;2;0;1;10;1;1;3;0;0;1;0
13047191;Lábrea;3;2;0;1;53;3;4;2;0;0;1;0
13047213;Lábrea;3;2;0;1;27;2;2;2;0;0;1;1
13047221;Lábrea;3;2;0;1;18;2;2;2;0;0;1;1
13047264;Lábrea;3;2;0;1;8;1;1;1;0;0;1;1
13047280;Lábrea;3;2;;2;;;;;;;;
13047302;Lábrea;3;2;0;1;21;2;2;2;0;0;1;1
13047310;Lábrea;3;2;0;1;22;2;2;2;0;0;1;1
13047337;Lábrea;3;2;0;1;34;2;2;2;0;0;1;0
13047345;Lábrea;3;1;0;1;178;14;9;7;1;1;1;0
13047361;Lábrea;3;2;0;1;48;5;3;2;0;0;1;1
13047370;Lábrea;3;1;0;1;468;22;14;7;1;1;1;0
13047396;Lábrea;3;2;0;1;55;6;4;4;0;0;1;1
13047418;Lábrea;3;2;0;1;39;2;2;2;0;0;1;1
13047426;Lábrea;3;2;0;1;19;1;2;2;0;0;1;1
13047442;Lábrea;3;1;0;1;400;21;14;7;1;0;1;0
13047469;Lábrea;2;1;0;1;919;43;34;17;1;1;1;0
13047477;Lábrea;3;2;2;1;26;2;2;1;0;0;1;1
13047485;Lábrea;3;2;0;1;23;2;2;1;0;0;1;0
13047523;Lábrea;3;2;0;1;8;1;1;2;0;0;1;1
13047566;Lábrea;3;2;0;1;83;9;5;7;1;0;1;0
13057430;Lábrea;3;2;0;1;24;2;2;2;0;0;1;0
13058010;Lábrea;3;1;0;1;612;24;24;12;1;0;1;0
13058045;Lábrea;3;2;2;1;37;3;3;1;0;0;1;0
13058088;Lábrea;3;2;0;1;9;1;1;1;0;0;1;1
13058100;Lábrea;3;1;0;1;561;21;21;13;1;0;1;0
13058142;Lábrea;3;2;0;1;40;4;3;2;0;0;1;1
13058193;Lábrea;3;2;0;1;55;5;4;2;0;0;1;0
13058223;Lábrea;3;2;0;1;21;2;2;2;0;0;1;1
13058266;Lábrea;3;2;;2;;;;;;;;
13058282;Lábrea;3;2;0;1;11;1;2;1;0;0;1;1
13058304;Lábrea;3;2;2;1;77;5;4;2;0;0;1;1
13058320;Lábrea;3;2;0;1;32;3;2;2;0;0;1;0
13063383;Lábrea;2;1;0;1;533;21;16;6;0;1;1;0
13065670;Lábrea;3;2;0;1;36;3;3;2;0;0;1;1
13065688;Lábrea;3;2;0;1;55;4;3;2;0;0;1;1
13065696;Lábrea;3;2;0;1;27;2;2;2;0;0;1;1
13069020;Lábrea;3;2;0;1;21;2;2;2;0;0;1;1
13074750;Lábrea;3;2;2;1;19;2;2;1;0;0;1;1
13074768;Lábrea;3;2;2;1;17;2;2;1;0;0;1;1
13074776;Lábrea;3;2;2;1;5;1;1;1;0;0;1;1
13074784;Lábrea;3;2;2;1;13;2;2;1;0;0;1;1
13074792;Lábrea;3;2;2;1;53;4;4;2;0;0;1;1
13074806;Lábrea;3;2;2;1;36;4;3;2;0;0;1;1
13074814;Lábrea;3;1;0;1;697;45;25;12;1;0;1;0
13074830;Lábrea;3;2;2;1;22;2;2;1;0;0;1;1
13076264;Lábrea;3;2;0;1;25;3;2;2;0;0;1;1
13076280;Lábrea;3;2;0;1;21;2;2;2;0;0;1;1
13076310;Lábrea;3;2;0;1;19;2;2;2;0;0;1;1
13076329;Lábrea;3;2;0;1;22;2;2;2;0;0;1;1
13076337;Lábrea;3;2;0;1;47;3;4;3;0;0;1;0
13076345;Lábrea;3;2;2;1;19;2;2;1;0;0;1;1
13076361;Lábrea;3;2;2;1;47;3;2;1;0;0;1;1
13076370;Lábrea;3;2;2;1;54;5;4;2;0;0;1;1
13076388;Lábrea;3;1;0;1;318;16;10;5;1;0;1;0
13077376;Lábrea;3;2;2;1;36;2;2;1;0;0;1;1
13077384;Lábrea;3;2;2;1;19;2;2;1;0;0;1;1
13077392;Lábrea;3;2;2;1;15;2;2;1;0;0;1;1
13077406;Lábrea;3;2;;2;;;;;;;;
